"t (s)","Tilt up/down (deg)","Tilt left/right (deg)"
3.016503546E1,-9.369648127E1,9.150503789E1
3.066503546E1,-8.950260173E1,8.967807583E1
3.116503546E1,-8.564246920E1,8.579863238E1
3.166503546E1,-8.225674179E1,8.046451458E1
3.216503546E1,-8.566041475E1,8.150969286E1
3.266503546E1,-8.639703219E1,7.869186959E1
3.316503546E1,-8.723540590E1,7.568517668E1
3.366503546E1,-8.832400258E1,7.332811174E1
3.416503546E1,-8.936400410E1,-7.635497367E1
3.466503546E1,-8.890732699E1,-8.435544886E1
3.516503546E1,-8.607641297E1,-8.170379241E1
3.566503546E1,-8.470021887E1,-8.386519760E1
3.616503546E1,-8.354803254E1,-8.583305332E1
3.666503546E1,-7.791660396E1,-8.708158396E1
3.716503546E1,6.065560603E1,-8.619312790E1
3.766503546E1,7.914492832E1,-8.591193174E1
3.816503546E1,8.534150611E1,-8.690169356E1
3.866503546E1,8.554043499E1,-8.564665171E1
3.916503546E1,8.643113851E1,-8.554697301E1
3.966503546E1,8.376698707E1,-7.871239755E1
4.016503546E1,8.445245443E1,-7.234598445E1
4.066503546E1,8.850113658E1,4.449452103E1
4.116503546E1,9.249851191E1,9.497135121E1
4.166503546E1,1.006945292E2,9.771473988E1
4.216503546E1,9.780169541E1,9.276932767E1
4.266503546E1,9.288875135E1,9.055886290E1
4.316503546E1,9.107423357E1,9.006505115E1
4.366503546E1,3.397690244E1,8.950869558E1
4.416503546E1,2.310317507E1,8.979580338E1
4.466503546E1,1.943609368E1,8.976504283E1
4.466503546E1,1.943609368E1,8.976504283E1
4.466503546E1,1.943609368E1,8.976504283E1
4.598733524E1,1.302601652E2,9.133963163E1
4.648733524E1,1.218685009E2,9.101140833E1
4.698733524E1,1.411602552E2,9.104019791E1
4.748733524E1,-1.079085918E2,9.252334062E1
4.798733524E1,-9.707958766E1,9.271790548E1
4.848733524E1,-9.267568643E1,9.185091641E1
4.898733524E1,-9.279111308E1,9.329961319E1
4.948733524E1,-9.470128881E1,1.009761169E2
4.998733524E1,-9.786950898E1,1.462531456E2
5.048733524E1,-9.968820639E1,-1.315320020E2
5.098733524E1,-1.020352201E2,-1.080230468E2
5.148733524E1,-1.077391568E2,-1.023492001E2
5.198733524E1,-1.144113402E2,-9.705060751E1
5.248733524E1,-1.355288130E2,-9.445605119E1
5.298733524E1,1.485544961E2,-9.236718884E1
5.348733524E1,1.067210821E2,-9.158945585E1
5.398733524E1,1.055075353E2,-9.253400442E1
5.448733524E1,9.625026641E1,-9.183566190E1
5.498733524E1,9.759729329E1,-9.328094070E1
5.548733524E1,9.663188428E1,-9.415728990E1
5.598733524E1,9.231955096E1,-9.213526111E1
5.648733524E1,8.916176396E1,-8.884780575E1
5.698733524E1,8.895858461E1,-8.771254910E1
5.748733524E1,8.654529442E1,-7.466714749E1
5.798733524E1,8.453182177E1,-2.430594359E1
5.848733524E1,8.429359386E1,3.450972715E1
5.898733524E1,8.750191460E1,8.230096494E1
5.948733524E1,9.009296375E1,9.014399760E1
5.998733524E1,9.019144769E1,9.018171846E1
6.048733524E1,9.200679803E1,9.126603103E1
6.098733524E1,9.398087466E1,9.167467910E1
6.148733524E1,9.612401289E1,9.171007312E1
6.198733524E1,9.802706718E1,9.119405233E1
